"","Player_Season_Team","Nationality","PC1","PC2","Cluster","Player","Season","Team.x"
"786","Hongfei Shi_2013_GFD",0,-3.09378255822767,2.17920671544514,10,"Hongfei Shi",2013,"GFD"
"787","Jet Chang_2013_SICH",0,-0.275059690775883,1.16909989879692,4,"Jet Chang",2013,"SICH"
"788","Ji Zhang_2013_TIA",0,0.254163825691017,-3.20201400915068,8,"Ji Zhang",2013,"TIA"
"789","Ji Zhe_2013_BSD",0,-1.49718805271557,-0.659610245868704,9,"Ji Zhe",2013,"BSD"
"790","JiaHan Xu_2013_SHA",0,-2.46759785956573,0.370182855504754,10,"JiaHan Xu",2013,"SHA"
"791","Jianghua Chen_2013_GST",0,-1.63872970739563,1.29362293797013,5,"Jianghua Chen",2013,"GST"
"792","JiangPeng Duan_2013_SZD",0,-1.57840229701874,1.84903482752819,4,"JiangPeng Duan",2013,"SZD"
"793","Jianlian Yi_2013_GST",0,5.78221368440023,-0.748610982323206,2,"Jianlian Yi",2013,"GST"
"794","Jie Zhao_2013_DON",0,-2.8402467931184,0.27874815375875,7,"Jie Zhao",2013,"DON"
"795","Jiming Jin_2013_JIL",0,-1.34879842546412,1.3532258065821,5,"Jiming Jin",2013,"JIL"
"796","Jinglong Li_2013_ZGL",0,-3.23455426465914,0.535389419371241,7,"Jinglong Li",2013,"ZGL"
"797","Jingyu Li_2013_SHA",0,-2.46613013608108,0.982005935445101,7,"Jingyu Li",2013,"SHA"
"798","Jinming Cui_2013_JIL",0,-1.03541402811296,0.331429780824277,5,"Jinming Cui",2013,"JIL"
"799","Junfei Ren_2013_GST",0,-0.0925701159875534,-1.41704193544555,9,"Junfei Ren",2013,"GST"
"800","Junjie Wang_2013_JIA",0,-1.17240159266234,-1.14515925357573,9,"Junjie Wang",2013,"JIA"
"801","Junwei Ren_2013_GFD",0,-0.972534660426675,-0.298348852854719,9,"Junwei Ren",2013,"GFD"
"802","Kai Chen_2013_QIN",0,-1.62802339408023,-1.27761874696955,9,"Kai Chen",2013,"QIN"
"803","Kai Jiang_2013_ZCB",0,-1.91864710950078,-0.805075527579896,10,"Kai Jiang",2013,"ZCB"
"804","KaiFu Yao_2013_SICH",0,-1.74557180785891,-0.186996230642723,10,"KaiFu Yao",2013,"SICH"
"805","KangMing Song_2013_GFD",0,0.426674774684628,-2.24255729288635,6,"KangMing Song",2013,"GFD"
"806","Ke Mo_2013_BFT",0,-0.676022899201531,-0.492172920248419,9,"Ke Mo",2013,"BFT"
"807","Ke Wu_2013_SHA",0,-0.216105946440188,-2.43840652518761,6,"Ke Wu",2013,"SHA"
"808","Kelanbaike Makan_2013_XIN",0,-1.67302735999556,-1.09076827167647,9,"Kelanbaike Makan",2013,"XIN"
"809","Lehei De_2013_BFT",0,-0.245521464622403,-0.422528941270372,9,"Lehei De",2013,"BFT"
"810","Lei Chen_2013_BSD",0,-2.5341981855174,1.88281842857697,7,"Lei Chen",2013,"BSD"
"811","Lei Guo_2013_FUJ",0,-1.32707873241394,-1.15436183462018,9,"Lei Guo",2013,"FUJ"
"812","Lei Wang_2013_BFT",0,-0.515239802638667,0.75868128269252,4,"Lei Wang",2013,"BFT"
"813","Lei Xu_2013_TIA",0,-1.37989594468093,-1.68554023027332,9,"Lei Xu",2013,"TIA"
"814","Li Yang_2013_JIA",0,-1.65322634825896,0.810525055745656,4,"Li Yang",2013,"JIA"
"815","Li Yi_2013_JIA",0,-0.19053056915171,0.208236593878704,9,"Li Yi",2013,"JIA"
"816","Liang Cai_2013_SDS",0,-0.824119591023343,-0.613231833567189,9,"Liang Cai",2013,"SDS"
"817","Lin Lin_2013_SHA",0,-1.27708963296711,-1.33622708615366,9,"Lin Lin",2013,"SHA"
"818","Lingxu Zeng_2013_GFD",0,-0.5377621194782,1.05797823517696,5,"Lingxu Zeng",2013,"GFD"
"819","Lingyuan Meng_2013_SDS",0,-2.25652109124818,-0.251383041388798,10,"Lingyuan Meng",2013,"SDS"
"820","Liu Hang_2013_BFT",0,-1.81213071195219,-1.09345285417027,10,"Liu Hang",2013,"BFT"
"821","Max Zhang_2013_SDS",0,2.567880579833,-4.15590835733001,3,"Max Zhang",2013,"SDS"
"822","Ming Fang Yan_2013_TIA",0,-2.02571009022421,-3.57262245155871,9,"Ming Fang Yan",2013,"TIA"
"823","Ming Lian_2013_LIA",0,-1.22292261197785,-1.82927060813011,9,"Ming Lian",2013,"LIA"
"824","Ming Yang_2013_LIA",0,0.036946727911045,1.77217728387834,5,"Ming Yang",2013,"LIA"
"825","Mingxin Ju_2013_GFD",0,-0.125700994397814,-1.17731472365787,6,"Mingxin Ju",2013,"GFD"
"826","Mingyang Sun_2013_XIN",0,1.52724733199939,-3.96101324640462,8,"Mingyang Sun",2013,"XIN"
"827","Muhao Li_2013_DON",0,3.09454890592799,-3.37213887498067,3,"Muhao Li",2013,"DON"
"828","Murat Adiljan_2013_SZD",0,-1.52261486345357,-2.60535441824847,8,"Murat Adiljan",2013,"SZD"
"829","Nan Zhang_2013_TIA",0,-0.429930292477435,0.988748747055066,4,"Nan Zhang",2013,"TIA"
"830","Pan Yule_2013_SZD",0,-1.34536001402267,-3.82165957393878,8,"Pan Yule",2013,"SZD"
"831","Peng Ju_2013_ZCB",0,-1.44189686762448,-1.60986379712066,9,"Peng Ju",2013,"ZCB"
"832","Peng Qin_2013_TIA",0,-1.21025967423653,-0.431897284087539,5,"Peng Qin",2013,"TIA"
"833","Pengfei Yan_2013_SZD",0,0.0587097913335191,-2.31748488280782,6,"Pengfei Yan",2013,"SZD"
"834","Qi Feng_2013_QIN",0,-1.91673351534037,0.880858059686838,10,"Qi Feng",2013,"QIN"
"835","Qian Wu_2013_ZCB",0,-2.90390935475876,0.716021447239529,10,"Qian Wu",2013,"ZCB"
"836","Qingpeng Zhang_2013_XIN",0,-2.3960155672065,1.56384508154917,10,"Qingpeng Zhang",2013,"XIN"
"837","Qixin Zhou_2013_FUJ",0,-1.55459212838867,0.73512154862393,4,"Qixin Zhou",2013,"FUJ"
"838","Quan Gu_2013_DON",0,-1.32259116335758,0.878867759944377,7,"Quan Gu",2013,"DON"
"839","Quanxi Wu_2013_SDS",0,1.92827235343958,-4.07330173596744,8,"Quanxi Wu",2013,"SDS"
"840","Ruixin Xing_2013_QIN",0,-3.47838570499684,-0.873973137506076,10,"Ruixin Xing",2013,"QIN"
"841","Ruoyu Su_2013_ZGL",0,0.00558513364916854,-3.69891344687164,8,"Ruoyu Su",2013,"ZGL"
"842","Shang Gao_2013_GST",0,-2.12643977662533,0.151865474070462,7,"Shang Gao",2013,"GST"
"843","Shipeng Wang_2013_GST",0,-1.63969467248796,2.41583240436015,4,"Shipeng Wang",2013,"GST"
"844","Shouwei Cun_2013_JIA",0,0.263121926987144,-3.00893570086587,8,"Shouwei Cun",2013,"JIA"
"845","Shuai Yuan_2013_LIA",0,-4.46968024252916,0.272415597987344,7,"Shuai Yuan",2013,"LIA"
"846","Shunan Liu_2013_XIN",0,-1.01894999099746,-0.9210534856248,9,"Shunan Liu",2013,"XIN"
"847","Shuo Han_2013_BFT",0,0.482019911172446,2.26586703920743,4,"Shuo Han",2013,"BFT"
"848","SongLin Gong_2013_ZCB",0,-2.53576068724869,1.72908430483429,7,"SongLin Gong",2013,"ZCB"
"849","Songtao Zhang_2013_BSD",0,0.442999774660042,-2.73272474209707,8,"Songtao Zhang",2013,"BSD"
"850","Su Wei_2013_XIN",0,1.79994042183547,-2.71384592595065,8,"Su Wei",2013,"XIN"
"851","Sui Ran_2013_SHA",0,-1.21177044815038,0.666646601943169,5,"Sui Ran",2013,"SHA"
"852","TaiLong Zhao_2013_FUJ",0,-2.38916811353583,1.01464685456701,7,"TaiLong Zhao",2013,"FUJ"
"853","Tal Co_2013_XIN",0,-1.83571755708028,2.15178217164285,4,"Tal Co",2013,"XIN"
"854","Tao Li_2013_QIN",0,-1.98766895748024,-0.838368351601265,9,"Tao Li",2013,"QIN"
"855","Tian Feng_2013_SDS",0,-2.43343502314099,0.663778541161028,10,"Tian Feng",2013,"SDS"
"856","Tian Guisen_2013_SZD",0,-1.68635254203175,-0.15032079107177,5,"Tian Guisen",2013,"SZD"
"857","Tian-ju He_2013_LIA",0,-1.58320551681826,1.15943444684761,7,"Tian-ju He",2013,"LIA"
"858","Tingyu Ying_2013_JIL",0,-0.892494304834698,-2.01630126584974,8,"Tingyu Ying",2013,"JIL"
"859","Tonglin Sun_2013_DON",0,0.650715949458076,-2.38542713302622,6,"Tonglin Sun",2013,"DON"
"860","Wang Yingliang_2013_SICH",0,-3.24363924300148,-0.0275728500446542,10,"Wang Yingliang",2013,"SICH"
"861","Wang Zhongguang_2013_BFT",0,-3.78549605913939,0.880042772265498,10,"Wang Zhongguang",2013,"BFT"
"862","Wei Liu_2013_SDS",0,0.432588789528153,1.3733525020527,4,"Wei Liu",2013,"SDS"
"863","Wei Liu_2013_JIL",0,0.34746370018141,-2.0715276339281,6,"Wei Liu",2013,"JIL"
"864","Wei Lu_2013_SDS",0,-2.78217596862557,1.11982246689733,7,"Wei Lu",2013,"SDS"
"865","Wei Zhang_2013_ZGL",0,-1.85050731646527,0.357062644798732,7,"Wei Zhang",2013,"ZGL"
"866","WeiBo Sun_2013_XIN",0,-1.66028116381584,-1.40624662426349,8,"WeiBo Sun",2013,"XIN"
"867","Wen-Ting Tseng_2013_SDS",0,-0.634837238337192,-1.40628374181861,6,"Wen-Ting Tseng",2013,"SDS"
"868","Wenbo Yang_2013_SICH",0,-1.61887255272554,-1.24698218642383,9,"Wenbo Yang",2013,"SICH"
"869","Xiang Tianyu_2013_BFT",0,0.244311046024247,1.7771232641088,5,"Xiang Tianyu",2013,"BFT"
"870","XiangLong Meng_2013_TIA",0,-1.26553994623513,0.713656219083068,7,"XiangLong Meng",2013,"TIA"
"871","XiaoBin He_2013_SICH",0,-2.80920546935914,-0.448195179797406,10,"XiaoBin He",2013,"SICH"
"872","Xiaochuan Di_2013_BSD",0,0.220204851467783,-0.575146662130077,9,"Xiaochuan Di",2013,"BSD"
"873","XiaoDong Chen_2013_SICH",0,0.572612977470885,-1.51209653822935,6,"XiaoDong Chen",2013,"SICH"
"874","Xiaohui Wang_2013_BSD",0,-3.25962140212343,-0.12471371740769,10,"Xiaohui Wang",2013,"BSD"
"875","XiaoMing Lu_2013_SICH",0,-2.56760652380747,1.20663889475673,5,"XiaoMing Lu",2013,"SICH"
"876","Xiaoxu Li_2013_LIA",0,0.767883343814034,-1.84489709619984,6,"Xiaoxu Li",2013,"LIA"
"877","XiaoYu Liu_2013_GST",0,-2.22865111019728,1.51238029878254,5,"XiaoYu Liu",2013,"GST"
"878","Xudong Luo_2013_JIA",0,-0.267393243017422,0.403416708909239,5,"Xudong Luo",2013,"JIA"
"879","Xuefeng Hu_2013_JIA",0,1.03459763767111,3.58920177428895,5,"Xuefeng Hu",2013,"JIA"
"880","Xuhang Zhu_2013_GFD",0,2.81966588078892,-1.03115580035541,3,"Xuhang Zhu",2013,"GFD"
"881","Yacai Xie_2013_FUJ",0,-3.19764506042086,-0.678175058685754,10,"Yacai Xie",2013,"FUJ"
"882","Yahui Liu_2013_JIA",0,1.24139930335515,-1.58890952131914,6,"Yahui Liu",2013,"JIA"
"883","Yan Cao_2013_BFT",0,-0.898753709384519,-0.41700447026005,9,"Yan Cao",2013,"BFT"
"884","YanXi Zhu_2013_BSD",0,-1.83359184270564,-0.797883237526573,9,"YanXi Zhu",2013,"BSD"
"885","Yao Lu_2013_SICH",0,-2.1943698270065,0.0756565253464271,7,"Yao Lu",2013,"SICH"
"886","Yaosheng Zhang_2013_QIN",0,-1.40642752701937,-0.826781722008126,9,"Yaosheng Zhang",2013,"QIN"
"887","Yasong Chang_2013_JIL",0,-2.5940920990673,0.942388135232594,10,"Yasong Chang",2013,"JIL"
"888","Ye Tian_2013_TIA",0,-2.24668685249947,0.64562786692505,10,"Ye Tian",2013,"TIA"
"889","Yi Ting Lo_2013_FUJ",0,-2.55039169176697,0.317600038028402,5,"Yi Ting Lo",2013,"FUJ"
"890","Yifan Hou_2013_JIA",0,-0.944625899100279,0.31902917758245,9,"Yifan Hou",2013,"JIA"
"891","Yongpeng Zhang_2013_ZGL",0,-0.809911841867009,-3.28681326868512,6,"Yongpeng Zhang",2013,"ZGL"
"892","Yu Dehao_2013_DON",0,-0.959078405341697,-1.80848202661136,8,"Yu Dehao",2013,"DON"
"893","Yuanyu Li_2013_GST",0,0.362864302146288,-3.33183778372698,8,"Yuanyu Li",2013,"GST"
"894","YuBo Xia_2013_ZCB",0,1.60221235108676,0.748887840099205,5,"YuBo Xia",2013,"ZCB"
"895","Yuchen Tian_2013_JIL",0,-1.55458794180703,-1.16048713500048,9,"Yuchen Tian",2013,"JIL"
"896","Yue Sun_2013_BSD",0,-0.241358361099172,1.33905182352359,4,"Yue Sun",2013,"BSD"
"897","Yuyang Xue_2013_QIN",0,-1.6919642622168,-2.40354353654159,9,"Yuyang Xue",2013,"QIN"
"898","Zhai Yi_2013_SDS",0,0.323802889492338,-1.73282547493152,8,"Zhai Yi",2013,"SDS"
"899","Zhang Kai_2013_DON",0,1.61114797352961,-1.67334821258624,6,"Zhang Kai",2013,"DON"
"900","Zhao Jiwei_2013_LIA",0,-2.35298197843962,0.516153055534857,10,"Zhao Jiwei",2013,"LIA"
"901","ZhaoBao Ge_2013_SZD",0,0.60128409982078,-2.05949582042735,6,"ZhaoBao Ge",2013,"SZD"
"902","Zhe Sun_2013_FUJ",0,2.74648912325496,-5.10911287350309,8,"Zhe Sun",2013,"FUJ"
"903","Zhelin Wang_2013_FUJ",0,4.65749895960212,-1.56369163862182,3,"Zhelin Wang",2013,"FUJ"
"904","Zheng Wang_2013_ZGL",0,2.89588935565121,-2.90172497392412,3,"Zheng Wang",2013,"ZGL"
"905","Zhengdong Tang_2013_XIN",0,4.30463445829863,-1.77502063197006,3,"Zhengdong Tang",2013,"XIN"
"906","ZhenHu Zhang_2013_SICH",0,-1.24826032253606,-0.725958071805346,5,"ZhenHu Zhang",2013,"SICH"
"907","ZhenHua Cao_2013_SHA",0,-0.547196202831664,-2.53600848403919,6,"ZhenHua Cao",2013,"SHA"
"908","Zhi Luo_2013_GFD",0,-1.82150643530362,1.96083248940056,7,"Zhi Luo",2013,"GFD"
"909","Zhi Xuan Liu_2013_LIA",0,-3.21293895619227,0.751717908510489,7,"Zhi Xuan Liu",2013,"LIA"
"910","Zhihan Zhang_2013_TIA",0,-2.43055889608707,0.717301084563746,7,"Zhihan Zhang",2013,"TIA"
"911","Zhijiang Xing_2013_SZD",0,-1.65503108915174,-0.337327758668847,9,"Zhijiang Xing",2013,"SZD"
"912","Zhishan Hong_2013_SZD",0,-3.81297159288354,1.82269111973797,10,"Zhishan Hong",2013,"SZD"
"913","Zhizhi Wang_2013_BFT",0,3.14523381078463,0.219337946421875,3,"Zhizhi Wang",2013,"BFT"
"914","ZhongHao Xu_2013_BFT",0,4.08969369275175,-1.94589621306545,3,"ZhongHao Xu",2013,"BFT"
"915","ZhongMian He_2013_DON",0,-2.12288340695617,-1.18694859862312,10,"ZhongMian He",2013,"DON"
"916","Zhou Peng_2013_GST",0,-0.903647012213551,-0.173073959763518,9,"Zhou Peng",2013,"GST"
"917","Zhun Zheng_2013_GFD",0,1.25233617330154,-2.08051736163584,6,"Zhun Zheng",2013,"GFD"
"918","Ziqui Liu_2013_SDS",0,-0.81183339786799,0.63595913772702,4,"Ziqui Liu",2013,"SDS"
"919","Zirui Wang_2013_ZGL",0,-0.766841442022588,0.749225673521204,5,"Zirui Wang",2013,"ZGL"
"920","Zong Zan_2013_GFD",0,3.26735743179819,-0.694506819463049,3,"Zong Zan",2013,"GFD"
"921","Ailun Guo_2014_LIA",0,-0.549294229420641,2.13852707098741,4,"Ailun Guo",2014,"LIA"
"922","Ang Lee_2014_JIL",0,1.03313492669853,-3.10770506330528,6,"Ang Lee",2014,"JIL"
"923","Azat Aersilan_2014_BFT",0,-1.00571158366288,0.996376808666697,5,"Azat Aersilan",2014,"BFT"
"924","Biao Qiu_2014_ZCB",0,-2.24003681918568,0.213525558391245,7,"Biao Qiu",2014,"ZCB"
"925","Biao Zhang_2014_JIL",0,-0.3054175775355,-1.87385635406095,6,"Biao Zhang",2014,"JIL"
"926","Bo Zhang_2014_BFT",0,-1.17980539382844,1.13684795990608,4,"Bo Zhang",2014,"BFT"
"927","ChangChun Yu_2014_XIN",0,-3.20210565629993,-1.26009852716619,7,"ChangChun Yu",2014,"XIN"
"928","Changdong Yu_2014_XIN",0,-0.886997622188937,-3.12693015246289,8,"Changdong Yu",2014,"XIN"
"929","Chen Jinlong_2014_FUJ",0,-3.12912241199,-0.401182604134783,10,"Chen Jinlong",2014,"FUJ"
"930","Chen Linjian_2014_FUJ",0,-2.2554343990903,1.34430212595933,7,"Chen Linjian",2014,"FUJ"
"931","Chen Yu_2014_BFT",0,1.06894104507149,-2.68380959732123,8,"Chen Yu",2014,"BFT"
"932","Cheng Jia_2014_SICH",0,1.24914200246872,-2.23287522693827,6,"Cheng Jia",2014,"SICH"
"933","Cheng Zhong_2014_JIL",0,-1.79805965747696,0.122887055875219,7,"Cheng Zhong",2014,"JIL"
"934","Chenglin Fan_2014_SDS",0,-1.99747512378356,1.00445778440979,7,"Chenglin Fan",2014,"SDS"
"935","Chengyu Zhang_2014_QIN",0,-1.95690697862993,0.892132367040863,7,"Chengyu Zhang",2014,"QIN"
"936","Chenhao Diao_2014_SHA",0,-1.8966816566778,-1.6682437916729,9,"Chenhao Diao",2014,"SHA"
"937","Chih-Shan Hung_2014_SZD",0,-4.62283612947013,1.30061446413751,7,"Chih-Shan Hung",2014,"SZD"
"938","Chin-Min Yang_2014_SDS",0,-2.84933855302402,0.861187061951186,7,"Chin-Min Yang",2014,"SDS"
"939","Da Meng_2014_JIA",0,-2.56953303061751,1.44141553323992,7,"Da Meng",2014,"JIA"
"940","Dapeng Zhao_2014_ZGL",0,-1.25881546582336,0.0919553071963538,5,"Dapeng Zhao",2014,"ZGL"
"941","DaYong Wang_2014_TONG",0,-3.32504486334362,1.01040102865287,10,"DaYong Wang",2014,"TONG"
"942","Dayu Zhang_2014_ZCB",0,1.31256918781509,-2.28039056751327,6,"Dayu Zhang",2014,"ZCB"
"943","Dejun Han_2014_LIA",0,3.78693096730682,-2.22473154968552,3,"Dejun Han",2014,"LIA"
"944","Delong Han_2014_BFT",0,-1.53116576446707,0.480206843459822,9,"Delong Han",2014,"BFT"
"945","Ding Yanyuhang_2014_SHA",0,0.0152398054233682,0.844228581661758,4,"Ding Yanyuhang",2014,"SHA"
"946","Dongjun Jiang_2014_BEIK",0,-1.19194187912372,0.569962815345092,9,"Dongjun Jiang",2014,"BEIK"
"947","Duo Meng_2014_DON",0,-2.55652945905429,0.496999326214338,7,"Duo Meng",2014,"DON"
"948","Fangyu Zhu_2014_GST",0,-0.853654132662377,2.04936602410173,4,"Fangyu Zhu",2014,"GST"
"949","Fei Cao_2014_XIN",0,-2.69850652806534,-0.499382097502862,10,"Fei Cao",2014,"XIN"
"950","Feng Xin_2014_TONG",0,-1.63356503720614,1.6216586864371,5,"Feng Xin",2014,"TONG"
"951","Gen Li_2014_BSD",0,0.701002018817335,1.4842383019604,4,"Gen Li",2014,"BSD"
"952","GengLin Yang_2014_QIN",0,0.00520474275586301,-2.18335076757485,6,"GengLin Yang",2014,"QIN"
"953","Guo Yifei_2014_TONG",0,0.589444110357939,-2.04295368733641,8,"Guo Yifei",2014,"TONG"
"954","GuoChong Xu_2014_GFD",0,-3.34775147713806,-0.0652527254326405,7,"GuoChong Xu",2014,"GFD"
"955","Hai Bei Huang_2014_JIA",0,-1.54124150205051,-2.36860410296693,9,"Hai Bei Huang",2014,"JIA"
"956","Hai Tang_2014_QIN",0,-2.35913246576161,-0.845686438947175,9,"Hai Tang",2014,"QIN"
"957","Hanchen Luo_2014_DON",0,-1.04192898369802,-0.342896753199792,5,"Hanchen Luo",2014,"DON"
"958","Hang Li_2014_FUJ",0,-0.768730034803493,-1.44986282444752,5,"Hang Li",2014,"FUJ"
"959","Hang Zhao_2014_ZCB",0,-1.71664940224355,-3.07206041824964,8,"Hang Zhao",2014,"ZCB"
"960","HanJun Chang_2014_ZGL",0,-0.91902337234207,0.984218051806915,5,"HanJun Chang",2014,"ZGL"
"961","Hanlin Dong_2014_GST",0,1.54371222398601,-2.60792183258564,8,"Hanlin Dong",2014,"GST"
"962","HanLin Tao_2014_SHA",0,2.88554490809081,-3.03370329284666,3,"HanLin Tao",2014,"SHA"
"963","Henan Sun_2014_ZGL",0,-1.27485825734428,1.01765401801311,4,"Henan Sun",2014,"ZGL"
"964","Heng Yifeng_2014_JIA",0,-2.75166117093097,0.806204524808041,7,"Heng Yifeng",2014,"JIA"
"965","Hongfei Shi_2014_GFD",0,-3.92285488830762,1.27272822814454,10,"Hongfei Shi",2014,"GFD"
"966","Huaibo Dai_2014_DON",0,-1.05675614733132,-0.886412732096478,9,"Huaibo Dai",2014,"DON"
"967","Huang Guobin_2014_BEIK",0,-3.67143841791197,0.878716233215821,7,"Huang Guobin",2014,"BEIK"
"968","Jet Chang_2014_SICH",0,0.0476904640905904,0.214139439873718,5,"Jet Chang",2014,"SICH"
"969","Ji Zhang_2014_TIA",0,1.04831242361524,-2.29592472460807,8,"Ji Zhang",2014,"TIA"
"970","Ji Zhe_2014_BSD",0,-1.07529030599336,-1.14094708900703,9,"Ji Zhe",2014,"BSD"
"971","JiaHan Xu_2014_SHA",0,-2.89739428435162,0.164308330828181,10,"JiaHan Xu",2014,"SHA"
"972","Jian Xiao_2014_JIL",0,-3.05647570999986,-1.85527776698716,9,"Jian Xiao",2014,"JIL"
"973","Jianghua Chen_2014_GST",0,-2.21684409780816,0.566507292918754,5,"Jianghua Chen",2014,"GST"
"974","JiangPeng Duan_2014_SZD",0,-2.01965338254664,1.47173342934797,7,"JiangPeng Duan",2014,"SZD"
"975","Jianhua Song_2014_TONG",0,-1.05408397386388,0.369132105340693,9,"Jianhua Song",2014,"TONG"
"976","Jianlian Yi_2014_GST",0,6.52546989285917,-0.578496518590415,2,"Jianlian Yi",2014,"GST"
"977","Jie Zhao_2014_DON",0,-2.63059178237043,0.5735193345621,7,"Jie Zhao",2014,"DON"
"978","Jinglong Li_2014_ZGL",0,-3.42631862590504,1.71744061976387,7,"Jinglong Li",2014,"ZGL"
"979","Jingyu Li_2014_SHA",0,-1.9251361674605,0.80498432079525,7,"Jingyu Li",2014,"SHA"
"980","Jinming Cui_2014_JIL",0,-2.22784650197149,0.99649614005186,7,"Jinming Cui",2014,"JIL"
"981","Junfei Ren_2014_GST",0,-0.946245265511583,-1.33423996021163,9,"Junfei Ren",2014,"GST"
"982","Junlong Jia_2014_FUJ",0,-0.497445243475165,-0.522115795013682,5,"Junlong Jia",2014,"FUJ"
"983","Junwei Ren_2014_GFD",0,-1.95288611024338,-0.703603936731331,9,"Junwei Ren",2014,"GFD"
"984","Kai Chen_2014_QIN",0,-1.07911743922916,-1.71056526720879,9,"Kai Chen",2014,"QIN"
"985","Kai Jiang_2014_ZCB",0,-2.13338959280261,-1.17773983495991,10,"Kai Jiang",2014,"ZCB"
"986","KangMing Song_2014_QIN",0,-0.647671462282646,-3.10526219120516,8,"KangMing Song",2014,"QIN"
"987","Ke Wu_2014_SHA",0,0.476132232942992,-2.06775089659714,6,"Ke Wu",2014,"SHA"
"988","Kelanbaike Makan_2014_XIN",0,-1.99364679894826,0.914878911907038,7,"Kelanbaike Makan",2014,"XIN"
"989","Lehei De_2014_BFT",0,0.790762695716374,-0.437792463446818,9,"Lehei De",2014,"BFT"
"990","Lei Chen_2014_BSD",0,-0.120838146752001,0.473054421308339,9,"Lei Chen",2014,"BSD"
"991","Lei Guo_2014_FUJ",0,-1.14903099613962,-0.1405884732089,9,"Lei Guo",2014,"FUJ"
"992","Lei Wang_2014_BFT",0,0.522687280699564,1.27158565621921,4,"Lei Wang",2014,"BFT"
"993","Lei Xu_2014_TIA",0,-1.15711527756497,-1.636370708261,9,"Lei Xu",2014,"TIA"
"994","Li Rongpei_2014_TIA",0,-0.283269159034869,0.859693877172823,5,"Li Rongpei",2014,"TIA"
"995","Li Yang_2014_JIA",0,-2.68259279297654,0.0297285464699038,10,"Li Yang",2014,"JIA"
"996","Li Yi_2014_JIA",0,0.336623134681315,0.177610546132011,4,"Li Yi",2014,"JIA"
"997","Liang Cai_2014_SDS",0,-1.28108955618409,-0.603300241387989,9,"Liang Cai",2014,"SDS"
"998","LiBin Xie_2014_TONG",0,-2.65830228950218,0.398260119072523,7,"LiBin Xie",2014,"TONG"
"999","Lilong Cai_2014_TONG",0,-2.02365682676693,0.984963552511063,7,"Lilong Cai",2014,"TONG"
"1000","Lin Chang_2014_JIA",0,2.61201452662494,-0.393756785662315,3,"Lin Chang",2014,"JIA"
"1001","Lin Chih-Chieh_2014_ZGL",0,-0.291818336218541,2.60016019827534,4,"Lin Chih-Chieh",2014,"ZGL"
"1002","Lin Lin_2014_SHA",0,-0.88534161256694,-1.41120822540579,9,"Lin Lin",2014,"SHA"
"1003","Lingxu Zeng_2014_GFD",0,0.00511866103972138,1.52931145670758,5,"Lingxu Zeng",2014,"GFD"
"1004","Lingyuan Meng_2014_SDS",0,-1.81512202457005,0.706318527900061,5,"Lingyuan Meng",2014,"SDS"
"1005","Liu DaPeng_2014_BEIK",0,-1.1457869301592,0.533662061416288,9,"Liu DaPeng",2014,"BEIK"
"1006","Liu Hang_2014_BFT",0,1.10163378862606,-2.07252715236186,8,"Liu Hang",2014,"BFT"
"1007","Lu Yiwen_2014_ZCB",0,-2.75283350073533,-2.21146741026379,9,"Lu Yiwen",2014,"ZCB"
"1008","Luo Kaiwen_2014_BFT",0,0.162433468474246,1.08244755644908,4,"Luo Kaiwen",2014,"BFT"
"1009","Ma Zhuang_2014_TONG",0,-2.86836472606715,0.908750468887045,7,"Ma Zhuang",2014,"TONG"
"1010","Mawlan Tursun_2014_TONG",0,0.329695464455076,-2.3411987935839,8,"Mawlan Tursun",2014,"TONG"
"1011","Max Zhang_2014_SDS",0,2.99448182171474,-3.68253036338343,3,"Max Zhang",2014,"SDS"
"1012","Ming Lian_2014_LIA",0,0.805874343900123,-1.95881787024409,8,"Ming Lian",2014,"LIA"
"1013","Ming Yang_2014_LIA",0,-0.181153903320807,0.682780513660221,5,"Ming Yang",2014,"LIA"
"1014","Minghao Zhang_2014_BEIK",0,0.108164455848804,-2.85354034443385,8,"Minghao Zhang",2014,"BEIK"
"1015","Mingxin Ju_2014_GFD",0,-0.449699576692231,-0.300800652402049,9,"Mingxin Ju",2014,"GFD"
"1016","Mingyang Sun_2014_XIN",0,-0.332095559674713,-3.64679704594942,8,"Mingyang Sun",2014,"XIN"
"1017","Muhao Li_2014_DON",0,1.46694188168654,-3.81676761003443,8,"Muhao Li",2014,"DON"
"1018","Nan Wu_2014_SICH",0,-0.424276858314589,0.962901356419662,4,"Nan Wu",2014,"SICH"
"1019","Nan Zhang_2014_TIA",0,-1.00249400158498,0.367290443684311,4,"Nan Zhang",2014,"TIA"
"1020","Peng Ju_2014_ZCB",0,-1.26312580915034,-0.966137979352491,9,"Peng Ju",2014,"ZCB"
"1021","Pengfei Yan_2014_SZD",0,0.639601660674745,-2.1058067744561,6,"Pengfei Yan",2014,"SZD"
"1022","Ping Shang_2014_TIA",0,-0.410974844753832,-2.00468721252487,6,"Ping Shang",2014,"TIA"
"1023","Qi Feng_2014_SDS",0,-0.774660517326633,0.161589097385168,5,"Qi Feng",2014,"SDS"
"1024","Qian Wu_2014_ZCB",0,-2.01714322375465,2.28041890662388,7,"Qian Wu",2014,"ZCB"
"1025","Qin Yang_2014_SZD",0,-2.746086344738,0.591591114764101,10,"Qin Yang",2014,"SZD"
