"","Player_Season_Team","Nationality","PC1","PC2","Cluster","Player","Season","Team.x"
"1125","Cairen Zhang_2015_BSD",0,-1.5719108255281,0.945038154369476,7,"Cairen Zhang",2015,"BSD"
"1126","ChangChun Yu_2015_TONG",0,-2.24835748740261,0.697287675131281,7,"ChangChun Yu",2015,"TONG"
"1127","Changdong Yu_2015_XIN",0,0.182452287260031,-2.11163570309429,6,"Changdong Yu",2015,"XIN"
"1128","ChangYi Chai_2015_JIL",0,-3.08294538502963,0.522630456088967,10,"ChangYi Chai",2015,"JIL"
"1129","Chen Linjian_2015_FUJ",0,-2.28354075577362,0.561617238770666,7,"Chen Linjian",2015,"FUJ"
"1130","Chen Yu_2015_BFT",0,1.79305847766407,-2.43166122436252,8,"Chen Yu",2015,"BFT"
"1131","Cheng Jia_2015_SICH",0,-0.182095063149197,-1.54208359449403,9,"Cheng Jia",2015,"SICH"
"1132","Cheng Zhong_2015_JIL",0,-1.1795174135898,0.91124368858588,5,"Cheng Zhong",2015,"JIL"
"1133","Chengyu Zhang_2015_QIN",0,-0.832738801812538,1.49503047408407,4,"Chengyu Zhang",2015,"QIN"
"1134","Chih-Shan Hung_2015_SZD",0,-4.28125170328019,1.25263190664975,10,"Chih-Shan Hung",2015,"SZD"
"1135","Chin-Min Yang_2015_SDS",0,-1.8138598699855,0.585389216964883,10,"Chin-Min Yang",2015,"SDS"
"1136","Chunjun Zhang_2015_SICH",0,-1.54067762783152,-1.35166853335883,9,"Chunjun Zhang",2015,"SICH"
"1137","Da Meng_2015_SICH",0,-2.13148882979865,1.60346048378558,7,"Da Meng",2015,"SICH"
"1138","Dapeng Zhao_2015_ZGL",0,0.0341285646131277,0.508972095216108,5,"Dapeng Zhao",2015,"ZGL"
"1139","Dayu Zhang_2015_ZCB",0,0.0737019046895569,-2.71262421935527,6,"Dayu Zhang",2015,"ZCB"
"1140","Dejun Han_2015_LIA",0,2.52227633195389,-2.45452400073923,3,"Dejun Han",2015,"LIA"
"1141","Deshaui Shi_2015_TIA",0,0.220846344047176,-2.39531298403984,8,"Deshaui Shi",2015,"TIA"
"1142","Ding Jinhui_2015_ZCB",0,-0.654948149331053,0.711007999698963,4,"Ding Jinhui",2015,"ZCB"
"1143","Ding Yanyuhang_2015_SHA",0,0.233840449839537,0.371107395550007,4,"Ding Yanyuhang",2015,"SHA"
"1144","Duo Meng_2015_DON",0,-3.08756854851156,1.19889500366192,7,"Duo Meng",2015,"DON"
"1145","Fangyu Zhu_2015_GST",0,-1.45890908447128,1.41503420789379,4,"Fangyu Zhu",2015,"GST"
"1146","Fei Cao_2015_ZCB",0,-2.25060389150306,0.157687065936131,10,"Fei Cao",2015,"ZCB"
"1147","Feng Xin_2015_TONG",0,-0.34168838112578,2.44599738189593,5,"Feng Xin",2015,"TONG"
"1148","Gang Yu_2015_TIA",0,0.488804031483899,-3.06836750442994,8,"Gang Yu",2015,"TIA"
"1149","Gen Li_2015_XIN",0,-0.805972895827694,1.24423751117334,4,"Gen Li",2015,"XIN"
"1150","GengLin Yang_2015_QIN",0,0.139685885922637,-2.54752784048246,8,"GengLin Yang",2015,"QIN"
"1151","Guangyang Miao_2015_BFT",0,1.39624456039013,-3.07527536273402,8,"Guangyang Miao",2015,"BFT"
"1152","Guo Yifei_2015_TONG",0,0.267150626312107,-2.54727405984746,8,"Guo Yifei",2015,"TONG"
"1153","Hai Tang_2015_QIN",0,-1.8976709527626,-1.16692056806838,9,"Hai Tang",2015,"QIN"
"1154","Hanchen Luo_2015_DON",0,-0.153740536055906,-0.379522009541851,5,"Hanchen Luo",2015,"DON"
"1155","Hang Zhao_2015_ZCB",0,-0.876278410567344,-2.40134450400991,6,"Hang Zhao",2015,"ZCB"
"1156","HanJun Chang_2015_ZGL",0,0.223826329160336,1.07062546971855,5,"HanJun Chang",2015,"ZGL"
"1157","Hanlin Dong_2015_GST",0,1.06375979254499,-2.7712217147459,8,"Hanlin Dong",2015,"GST"
"1158","HanLin Tao_2015_SHA",0,2.35498130246609,-2.27521307664139,3,"HanLin Tao",2015,"SHA"
"1159","Hao Fu_2015_BFT",0,2.91558814177098,-1.3358355610593,3,"Hao Fu",2015,"BFT"
"1160","He Zhongda_2015_BEIK",0,1.10602195989298,-4.69140266579239,8,"He Zhongda",2015,"BEIK"
"1161","Hegi Teng_2015_BEIK",0,-2.29008887518255,-1.6384498389418,10,"Hegi Teng",2015,"BEIK"
"1162","Henan Sun_2015_ZGL",0,-2.8176471974676,0.0915529484215269,7,"Henan Sun",2015,"ZGL"
"1163","Hongfei Shi_2015_GFD",0,-2.90932483403934,2.14387800250385,10,"Hongfei Shi",2015,"GFD"
"1164","Honghan Li_2015_SHA",0,-2.29839695378705,-0.497023616412282,10,"Honghan Li",2015,"SHA"
"1165","Huaibo Dai_2015_DON",0,-1.65680803674521,-0.505391461157596,7,"Huaibo Dai",2015,"DON"
"1166","Ji Zhang_2015_TIA",0,-1.43687681237906,-3.82964509005224,6,"Ji Zhang",2015,"TIA"
"1167","Ji Zhe_2015_BSD",0,-1.34970008452221,-0.83646690300835,9,"Ji Zhe",2015,"BSD"
"1168","JiaHan Xu_2015_SHA",0,-3.76311210991739,-0.838740390397285,10,"JiaHan Xu",2015,"SHA"
"1169","Jianghua Chen_2015_GST",0,-2.09675399740389,1.09620354858788,5,"Jianghua Chen",2015,"GST"
"1170","JiangPeng Duan_2015_SZD",0,-1.95569012915712,0.736134080527411,7,"JiangPeng Duan",2015,"SZD"
"1171","Jianhua Song_2015_TONG",0,-1.19073763214406,0.269010462109622,9,"Jianhua Song",2015,"TONG"
"1172","Jianlian Yi_2015_GST",0,5.10437937935874,0.341563971826099,2,"Jianlian Yi",2015,"GST"
"1173","Jie Sun_2015_QIN",0,-2.9128716049291,1.00084627925591,7,"Jie Sun",2015,"QIN"
"1174","Jie Zhao_2015_DON",0,-2.99148268415003,-0.0943641073288383,7,"Jie Zhao",2015,"DON"
"1175","Jingjia He_2015_BEIK",0,-2.4787678586447,-0.95473172001129,10,"Jingjia He",2015,"BEIK"
"1176","Jinglong Li_2015_ZGL",0,-3.84109368116388,1.66215792047867,7,"Jinglong Li",2015,"ZGL"
"1177","Jingyu Li_2015_SHA",0,-3.18780873448994,0.918651615725952,7,"Jingyu Li",2015,"SHA"
"1178","Jinming Cui_2015_JIL",0,-0.502080688976346,1.92406735847925,4,"Jinming Cui",2015,"JIL"
"1179","Jinqiu Hu_2015_ZGL",0,2.05525894988936,-3.62859790447662,3,"Jinqiu Hu",2015,"ZGL"
"1180","Junfei Ren_2015_GST",0,-0.547622650481857,-1.32524805418778,9,"Junfei Ren",2015,"GST"
"1181","Junwei Ren_2015_GFD",0,-1.21463693107389,-0.133396486593214,9,"Junwei Ren",2015,"GFD"
"1182","Kai Jiang_2015_ZCB",0,-2.20707607706413,-0.901213152228788,10,"Kai Jiang",2015,"ZCB"
"1183","KangMing Song_2015_QIN",0,-0.520535679964868,-3.16653100417343,6,"KangMing Song",2015,"QIN"
"1184","Ke Wu_2015_SHA",0,0.498583713255606,-1.86171985035357,6,"Ke Wu",2015,"SHA"
"1185","Kelanbaike Makan_2015_XIN",0,-1.90830451261236,-0.289714487916851,9,"Kelanbaike Makan",2015,"XIN"
"1186","Lai Junhao_2015_ZCB",0,0.425805595631146,-1.50633487535345,6,"Lai Junhao",2015,"ZCB"
"1187","Lehei De_2015_BFT",0,-0.276981867402172,-0.817251713711488,9,"Lehei De",2015,"BFT"
"1188","Lei Chen_2015_JIA",0,-2.66466996737984,0.113482984567188,7,"Lei Chen",2015,"JIA"
"1189","Lei Guo_2015_FUJ",0,-2.27816299314619,-0.753862458372771,9,"Lei Guo",2015,"FUJ"
"1190","Lei Meng_2015_BFT",0,-2.08681343491939,0.338096938128053,7,"Lei Meng",2015,"BFT"
"1191","Lei Wang_2015_XIN",0,0.337198904419569,-0.208594342096419,5,"Lei Wang",2015,"XIN"
"1192","Lei Xu_2015_TIA",0,-2.14016511739851,-2.08493538558343,9,"Lei Xu",2015,"TIA"
"1193","Li Rongpei_2015_TIA",0,-1.41774169600528,0.454352461823222,5,"Li Rongpei",2015,"TIA"
"1194","Li Tiange_2015_BFT",0,0.391574758426944,1.09450414352228,5,"Li Tiange",2015,"BFT"
"1195","Li Xue Lin_2015_SDS",0,-3.58710828024478,-0.657294263880247,10,"Li Xue Lin",2015,"SDS"
"1196","Li Yang_2015_SHA",0,-3.27117904426185,-0.738822777818015,10,"Li Yang",2015,"SHA"
"1197","Li Yi_2015_JIA",0,-0.230930759754882,0.386167998686977,4,"Li Yi",2015,"JIA"
"1198","Liang Cai_2015_SDS",0,-2.07474189095001,0.257836277970619,7,"Liang Cai",2015,"SDS"
"1199","LiBin Xie_2015_TONG",0,-3.28536376015646,0.805096994976152,7,"LiBin Xie",2015,"TONG"
"1200","Lilong Cai_2015_JIL",0,-1.67871077146456,0.0847351547134425,7,"Lilong Cai",2015,"JIL"
"1201","Lin Chang_2015_JIA",0,0.185844966465348,-0.272466314946437,9,"Lin Chang",2015,"JIA"
"1202","Lin Lin_2015_SHA",0,-1.36219948741247,-2.27647173829847,8,"Lin Lin",2015,"SHA"
"1203","Lingxu Zeng_2015_SZD",0,-0.503745113424946,1.2415381217499,5,"Lingxu Zeng",2015,"SZD"
"1204","Lingyuan Meng_2015_QIN",0,-2.67943870063431,0.406204179489156,10,"Lingyuan Meng",2015,"QIN"
"1205","Liu DaPeng_2015_BEIK",0,-2.23841144351767,-1.22113814295751,9,"Liu DaPeng",2015,"BEIK"
"1206","Liu Hang_2015_BFT",0,-1.47644379944465,-0.678779581090896,9,"Liu Hang",2015,"BFT"
"1207","Liu Zihao_2015_GFD",0,-2.8390422305891,0.592252775241504,10,"Liu Zihao",2015,"GFD"
"1208","Luo Kaiwen_2015_BFT",0,-0.519479763800345,0.39885540765727,4,"Luo Kaiwen",2015,"BFT"
"1209","Ma Zhuang_2015_TONG",0,-3.20163259064902,0.711030895768152,7,"Ma Zhuang",2015,"TONG"
"1210","Mawlan Tursun_2015_BEIK",0,0.0269131120195617,-2.94406141070576,8,"Mawlan Tursun",2015,"BEIK"
"1211","Max Zhang_2015_SDS",0,3.81943490333966,-3.91415773041684,3,"Max Zhang",2015,"SDS"
"1212","Minchen Chong_2015_LIA",0,-2.47752639635299,0.330057323039223,10,"Minchen Chong",2015,"LIA"
"1213","Ming Lian_2015_LIA",0,-1.97931039590062,-1.84442707941977,9,"Ming Lian",2015,"LIA"
"1214","Ming Yang_2015_LIA",0,-1.12519929909579,0.13975389683536,5,"Ming Yang",2015,"LIA"
"1215","Mingxin Ju_2015_GFD",0,0.0954205472167556,0.335974040165495,4,"Mingxin Ju",2015,"GFD"
"1216","Mingyang Sun_2015_XIN",0,-0.35910803542776,-3.05606705079306,8,"Mingyang Sun",2015,"XIN"
"1217","Muhao Li_2015_DON",0,3.51730875445685,-3.39538740021551,3,"Muhao Li",2015,"DON"
"1218","Nan Wu_2015_SICH",0,-1.70096228559827,0.398455182130564,7,"Nan Wu",2015,"SICH"
"1219","Nan Zhang_2015_TIA",0,-0.90295144261084,0.763753802006853,4,"Nan Zhang",2015,"TIA"
"1220","Pan Ning_2015_JIA",0,-1.49764401945976,-2.63746107178279,9,"Pan Ning",2015,"JIA"
"1221","Peng Ju_2015_SDS",0,-0.719266540822111,-1.48414467440663,9,"Peng Ju",2015,"SDS"
"1222","Pengfei Yan_2015_SZD",0,0.944358691409882,-2.56205546584706,6,"Pengfei Yan",2015,"SZD"
"1223","Ping Shang_2015_TIA",0,-0.63117790901191,-3.39322721571718,6,"Ping Shang",2015,"TIA"
"1224","Pu Wang_2015_JIL",0,-1.8802184386203,-1.54604592091798,9,"Pu Wang",2015,"JIL"
"1225","Qian Wu_2015_ZCB",0,-2.64426512213901,1.14552129941161,7,"Qian Wu",2015,"ZCB"
"1226","Qing-Ming Wang_2015_QIN",0,-0.977868767603167,-2.4286589634749,6,"Qing-Ming Wang",2015,"QIN"
"1227","Qingpeng Zhang_2015_BSD",0,-1.38620855205379,2.07529310152639,4,"Qingpeng Zhang",2015,"BSD"
"1228","Qixin Zhou_2015_FUJ",0,-0.721937982687472,0.270334699038908,4,"Qixin Zhou",2015,"FUJ"
"1229","Quan Gu_2015_DON",0,-0.756459333701736,1.43353374850904,4,"Quan Gu",2015,"DON"
"1230","Quanxi Wu_2015_SDS",0,3.9717782074413,-3.72246358468148,3,"Quanxi Wu",2015,"SDS"
"1231","Ruheng Wang_2015_SICH",0,-2.19318303538199,0.695110901568226,10,"Ruheng Wang",2015,"SICH"
"1232","Ruoyu Su_2015_ZGL",0,0.551136391206605,-2.31798983128513,6,"Ruoyu Su",2015,"ZGL"
"1233","Shang Gao_2015_GST",0,-0.566857218966022,-0.109179696472472,9,"Shang Gao",2015,"GST"
"1234","Shi Jun_2015_GFD",0,-3.68990526960541,0.131280988318891,10,"Shi Jun",2015,"GFD"
"1235","Shih-Nien Chen_2015_SHA",0,-3.38381612466618,1.3798960282547,10,"Shih-Nien Chen",2015,"SHA"
"1236","Shipeng Wang_2015_GST",0,-2.77991312778115,0.881738505815524,7,"Shipeng Wang",2015,"GST"
"1237","Shuai Yuan_2015_SZD",0,-2.90483519061789,2.45261633406569,7,"Shuai Yuan",2015,"SZD"
"1238","Shuo Fang_2015_BSD",0,-1.77457783831852,1.4793713192207,5,"Shuo Fang",2015,"BSD"
"1239","Shuo Han_2015_BFT",0,-0.0389275633549129,2.56501864425992,4,"Shuo Han",2015,"BFT"
"1240","Songtao Zhang_2015_BSD",0,-0.00604863164164798,-3.11955759841372,8,"Songtao Zhang",2015,"BSD"
"1241","Su Wei_2015_XIN",0,2.07359583624598,-3.08831631225344,8,"Su Wei",2015,"XIN"
"1242","Sui Ran_2015_SHA",0,-1.87841696238337,0.575879487921755,5,"Sui Ran",2015,"SHA"
"1243","Sun Minghui_2015_ZGL",0,-1.72422935625558,1.85919200214055,4,"Sun Minghui",2015,"ZGL"
"1244","Sun Yitao_2015_QIN",0,-3.56828748894937,0.146320643534751,7,"Sun Yitao",2015,"QIN"
"1245","Tai-Hao Wu_2015_SZD",0,-1.79246100716699,-2.89799891782313,9,"Tai-Hao Wu",2015,"SZD"
"1246","TaiLong Zhao_2015_FUJ",0,-2.87630118932858,0.908640992655911,7,"TaiLong Zhao",2015,"FUJ"
"1247","Tal Co_2015_XIN",0,-2.81141694226713,1.76105362848604,7,"Tal Co",2015,"XIN"
"1248","Tao Li_2015_GFD",0,-2.86242248290243,-1.33741279422803,10,"Tao Li",2015,"GFD"
"1249","Tao Xu_2015_SICH",0,-0.0449086667531934,-3.30386667080837,8,"Tao Xu",2015,"SICH"
"1250","Tian Guisen_2015_SZD",0,-2.31594804317618,0.125641641824687,10,"Tian Guisen",2015,"SZD"
"1251","Tian Jiafu_2015_QIN",0,-1.12348488155403,-0.650723945031921,9,"Tian Jiafu",2015,"QIN"
"1252","Tian Lei_2015_TIA",0,-1.64967229816946,1.00792742329761,7,"Tian Lei",2015,"TIA"
"1253","Tian-ju He_2015_LIA",0,-1.96923024918915,0.8662484520859,7,"Tian-ju He",2015,"LIA"
"1254","Tiangang Shao_2015_JIL",0,-2.38056866783621,-0.502263427576237,10,"Tiangang Shao",2015,"JIL"
"1255","Tonglin Sun_2015_DON",0,0.777077619285209,-2.10023368133488,6,"Tonglin Sun",2015,"DON"
"1256","Tursun Mardan_2015_TONG",0,-0.730763331720492,-3.01888931292898,8,"Tursun Mardan",2015,"TONG"
"1257","Wei Liu_2015_JIA",0,0.750480526080775,-2.69409392256605,6,"Wei Liu",2015,"JIA"
"1258","Wei Liu_2015_XIN",0,-0.6444118446859,0.542708828644092,5,"Wei Liu",2015,"XIN"
"1259","Wei Lu_2015_SDS",0,-2.49391951952614,1.60036117668858,7,"Wei Lu",2015,"SDS"
"1260","Wei Zhang_2015_ZGL",0,-2.44554017824517,0.139630784958889,7,"Wei Zhang",2015,"ZGL"
"1261","WeiBo Sun_2015_FUJ",0,-3.02909923034044,-0.432097424650301,10,"WeiBo Sun",2015,"FUJ"
"1262","Wen-Ting Tseng_2015_SDS",0,-1.63103997826691,-0.0221460670879256,9,"Wen-Ting Tseng",2015,"SDS"
"1263","Xiang Tianyu_2015_BFT",0,-0.610833031922569,1.31885856240161,5,"Xiang Tianyu",2015,"BFT"
"1264","Xiang Yu_2015_JIA",0,-1.53299454021399,0.844927073133132,5,"Xiang Yu",2015,"JIA"
"1265","XiangLong Meng_2015_TIA",0,-1.7854219930031,0.617174609863508,7,"XiangLong Meng",2015,"TIA"
"1266","Xiaochuan Di_2015_BSD",0,0.52360197612671,0.126317643467485,4,"Xiaochuan Di",2015,"BSD"
"1267","XiaoDong Chen_2015_SICH",0,-0.192278547715066,-2.25733240730646,6,"XiaoDong Chen",2015,"SICH"
"1268","Xiaohui Wang_2015_BSD",0,-3.69761473167089,0.127372737695622,7,"Xiaohui Wang",2015,"BSD"
"1269","Xiaoxu Li_2015_LIA",0,1.11192652062062,-1.8018404686534,6,"Xiaoxu Li",2015,"LIA"
"1270","XiaoYu Liu_2015_SDS",0,0.655499737011927,2.22771926637503,4,"XiaoYu Liu",2015,"SDS"
"1271","Xining He_2015_BEIK",0,-1.10455531999523,-0.4158312694797,9,"Xining He",2015,"BEIK"
"1272","Xu Ziyang_2015_JIA",0,-1.31622980716352,-1.09293287369174,5,"Xu Ziyang",2015,"JIA"
"1273","Xudong Luo_2015_QIN",0,-0.220856746711065,0.853851331356752,5,"Xudong Luo",2015,"QIN"
"1274","Xuefeng Hu_2015_JIA",0,0.344376989749492,3.93647452664119,5,"Xuefeng Hu",2015,"JIA"
"1275","XueLin Yu_2015_BEIK",0,-1.38231470433994,0.535763623700448,5,"XueLin Yu",2015,"BEIK"
"1276","XueSong Li_2015_BEIK",0,-1.61625579549673,-0.249200687490811,5,"XueSong Li",2015,"BEIK"
"1277","XueWen Zhang_2015_SZD",0,-1.26133899853886,-0.228552353521948,9,"XueWen Zhang",2015,"SZD"
"1278","Yacai Xie_2015_FUJ",0,-2.3572698299844,-0.494438723713112,10,"Yacai Xie",2015,"FUJ"
"1279","Yahui Liu_2015_JIA",0,-1.94351513355746,-1.00423159756987,9,"Yahui Liu",2015,"JIA"
"1280","Yan Cao_2015_BFT",0,-1.76368954163529,0.901290979759452,7,"Yan Cao",2015,"BFT"
"1281","Yang Wu_2015_QIN",0,-0.632027856568817,-3.29757473298721,8,"Yang Wu",2015,"QIN"
"1282","YanXi Zhu_2015_BSD",0,-2.35548911507296,-0.0728088900471842,7,"YanXi Zhu",2015,"BSD"
"1283","Yasong Chang_2015_JIA",0,-3.44423247369377,0.11322060245725,10,"Yasong Chang",2015,"JIA"
"1284","Ye Tian_2015_TIA",0,-2.15666138214082,-0.237984461606239,10,"Ye Tian",2015,"TIA"
"1285","Yi-Chieh Su_2015_GFD",0,-2.44669600225515,-0.574967333175913,10,"Yi-Chieh Su",2015,"GFD"
"1286","Yifan Hou_2015_JIA",0,-0.850623678802433,0.194628553953443,9,"Yifan Hou",2015,"JIA"
"1287","Yongpeng Zhang_2015_ZCB",0,-0.597813570815822,-2.8085508111003,6,"Yongpeng Zhang",2015,"ZCB"
"1288","Yu Dehao_2015_DON",0,-2.24686558682866,-0.49319369215166,10,"Yu Dehao",2015,"DON"
"1289","Yu Liang_2015_BEIK",0,-0.349657040389832,-1.17192904316899,9,"Yu Liang",2015,"BEIK"
"1290","Yu Shulong_2015_SICH",0,-2.57384940828107,-0.250456572700909,10,"Yu Shulong",2015,"SICH"
"1291","Yuanyu Li_2015_GST",0,1.81889566737063,-1.50788372694408,8,"Yuanyu Li",2015,"GST"
"1292","YuBo Xia_2015_ZCB",0,-1.77041714019829,-0.416656574481082,9,"YuBo Xia",2015,"ZCB"
"1293","Yuchen Tian_2015_JIL",0,-2.597242549887,-1.93615400199009,9,"Yuchen Tian",2015,"JIL"
"1294","Yue Sun_2015_BSD",0,-2.12229150919184,1.16678437543325,7,"Yue Sun",2015,"BSD"
"1295","Yue Wang_2015_GFD",0,-0.00933524126120144,-2.71979511095143,6,"Yue Wang",2015,"GFD"
"1296","Zengjie Wang_2015_FUJ",0,0.365653428635336,-1.29784585644823,6,"Zengjie Wang",2015,"FUJ"
"1297","Zhai Yi_2015_SDS",0,-0.796759797784785,-2.35294876872604,8,"Zhai Yi",2015,"SDS"
"1298","Zhandong Zhou_2015_GST",0,-2.99003962698738,1.38824615858209,10,"Zhandong Zhou",2015,"GST"
"1299","Zhang Fan_2015_GFD",0,-1.84775966916944,-0.27627949296415,5,"Zhang Fan",2015,"GFD"
"1300","Zhang Kai_2015_DON",0,0.826385756050543,-1.71054383730404,6,"Zhang Kai",2015,"DON"
"1301","Zhang Yixing_2015_BEIK",0,-3.87653817306797,0.788150616777998,7,"Zhang Yixing",2015,"BEIK"
"1302","Zhang Zuming_2015_BFT",0,-1.96765114480505,-0.751798333413705,9,"Zhang Zuming",2015,"BFT"
"1303","ZhaoBao Ge_2015_SZD",0,0.623021759604032,-1.21163358981807,6,"ZhaoBao Ge",2015,"SZD"
"1304","Zhe Sun_2015_FUJ",0,0.521240140265881,-4.41329279111573,8,"Zhe Sun",2015,"FUJ"
"1305","Zheng Wang_2015_ZGL",0,1.84905240152116,-2.62806748887267,6,"Zheng Wang",2015,"ZGL"
"1306","Zhengdong Tang_2015_GFD",0,2.22042008632731,-2.03645159260794,3,"Zhengdong Tang",2015,"GFD"
"1307","ZhenHua Cao_2015_SHA",0,-0.805332602241341,-2.85595470079368,6,"ZhenHua Cao",2015,"SHA"
"1308","Zhenyu Wang_2015_BEIK",0,-2.7222648645661,-2.95598440138117,9,"Zhenyu Wang",2015,"BEIK"
"1309","Zhi Luo_2015_SZD",0,-3.43015741607938,0.767958143629291,7,"Zhi Luo",2015,"SZD"
"1310","Zhi Xuan Liu_2015_LIA",0,-3.29155717268612,0.197252041495041,10,"Zhi Xuan Liu",2015,"LIA"
"1311","Zhihan Zhang_2015_TIA",0,-1.89635526691227,0.553881226439427,7,"Zhihan Zhang",2015,"TIA"
"1312","Zhijiang Xing_2015_SZD",0,-0.722713381627692,-0.134084656945821,9,"Zhijiang Xing",2015,"SZD"
"1313","ZhongHao Xu_2015_BFT",0,3.46445152911991,-1.49377084934574,3,"ZhongHao Xu",2015,"BFT"
"1314","ZhongMian He_2015_DON",0,-2.57630991411284,-1.08113866722603,10,"ZhongMian He",2015,"DON"
"1315","Zhou Peng_2015_GST",0,-0.158653658748404,1.44192116600778,4,"Zhou Peng",2015,"GST"
"1316","Zhou Qi_2015_XIN",0,4.61397545759208,-2.50303328861754,3,"Zhou Qi",2015,"XIN"
"1317","Zhou Zhao_2015_GFD",0,-2.97566426371841,0.361755455195877,7,"Zhou Zhao",2015,"GFD"
"1318","Zirui Wang_2015_XIN",0,-1.31829227680749,-0.343821686654056,5,"Zirui Wang",2015,"XIN"
"1319","Zong Zan_2015_GFD",0,2.77855112168015,-2.30468753768258,8,"Zong Zan",2015,"GFD"
"1320","Zou Yuchen_2015_BFT",0,4.59355665355123,-2.51635331678679,3,"Zou Yuchen",2015,"BFT"
"1321","Abudurexiti Abudushalamu_2016_XIN",0,-0.981260207979378,-0.979438367049881,9,"Abudurexiti Abudushalamu",2016,"XIN"
"1322","Ailun Guo_2016_LIA",0,1.46244750041274,2.66312346002665,4,"Ailun Guo",2016,"LIA"
"1323","Ang Lee_2016_JIL",0,0.525683179355326,-3.20467780540855,6,"Ang Lee",2016,"JIL"
"1324","Azat Aersilan_2016_BFT",0,-1.53158848645929,0.972074368757336,7,"Azat Aersilan",2016,"BFT"
"1325","Biao Qiu_2016_DON",0,-1.89024462490549,-1.20460309999146,9,"Biao Qiu",2016,"DON"
"1326","Biao Zhang_2016_JIL",0,0.7055249456568,-1.15156746488596,6,"Biao Zhang",2016,"JIL"
"1327","Cai Chen_2016_SICH",0,1.27503347099842,-1.8760113715057,6,"Cai Chen",2016,"SICH"
"1328","Caibao Zhang_2016_TONG",0,-2.7430969465607,-0.0661835995557965,10,"Caibao Zhang",2016,"TONG"
"1329","ChangChun Yu_2016_TONG",0,-2.89155557704852,-1.10515824866798,10,"ChangChun Yu",2016,"TONG"
"1330","Changdong Yu_2016_XIN",0,-0.371058533648498,-1.6759338624949,6,"Changdong Yu",2016,"XIN"
"1331","ChangYi Chai_2016_JIL",0,-2.74165845617621,1.0257052026532,7,"ChangYi Chai",2016,"JIL"
"1332","Chen Chen_2016_SICH",0,-0.711751435406034,-0.408450480449877,9,"Chen Chen",2016,"SICH"
"1333","Chen Linjian_2016_FUJ",0,-2.67062378143015,2.30489524679304,7,"Chen Linjian",2016,"FUJ"
"1334","Chen Yu_2016_BFT",0,1.65679402776527,-2.20516790195144,8,"Chen Yu",2016,"BFT"
"1335","Cheng Jia_2016_SHA",0,-0.95650130019073,-1.38187353187135,9,"Cheng Jia",2016,"SHA"
"1336","Cheng Zhong_2016_JIL",0,-1.73137378509433,0.624358395979085,10,"Cheng Zhong",2016,"JIL"
"1337","Chenglin Fan_2016_TONG",0,-2.84700588888713,0.19506271683417,7,"Chenglin Fan",2016,"TONG"
"1338","Chengyu Zhang_2016_QIN",0,-1.00183473387406,1.84001983984803,4,"Chengyu Zhang",2016,"QIN"
"1339","Chenhao Diao_2016_QIN",0,-2.97762764411351,0.528467606073502,7,"Chenhao Diao",2016,"QIN"
"1340","Chin-Min Yang_2016_BEIK",0,-1.46646120674214,2.39543085277571,4,"Chin-Min Yang",2016,"BEIK"
"1341","Chunjun Zhang_2016_SICH",0,-1.35584391329512,-0.517335434627423,9,"Chunjun Zhang",2016,"SICH"
"1342","Da Meng_2016_SICH",0,-1.77579825543431,1.88708618090443,7,"Da Meng",2016,"SICH"
"1343","Dapeng Zhao_2016_ZGL",0,-1.11383548208534,1.30086757931673,5,"Dapeng Zhao",2016,"ZGL"
"1344","Dayu Zhang_2016_ZCB",0,1.12937890581891,-1.75649369034943,6,"Dayu Zhang",2016,"ZCB"
"1345","Dejun Han_2016_LIA",0,3.99378032842785,-2.06432019782544,3,"Dejun Han",2016,"LIA"
"1346","Deshaui Shi_2016_TIA",0,-0.523173644588948,-1.17357259104294,9,"Deshaui Shi",2016,"TIA"
"1347","Ding Yanyuhang_2016_SHA",0,2.55647977822153,2.33013025261466,1,"Ding Yanyuhang",2016,"SHA"
"1348","Duo Meng_2016_DON",0,-2.13253878759698,1.58327270827782,7,"Duo Meng",2016,"DON"
"1349","Fangyu Zhu_2016_GST",0,-2.56294670362887,1.04538950423863,7,"Fangyu Zhu",2016,"GST"
"1350","Fei Cao_2016_JIA",0,-2.71259299460195,-0.180542637706478,10,"Fei Cao",2016,"JIA"
"1351","Feng Xin_2016_TONG",0,-2.00334005401787,1.89150091415061,5,"Feng Xin",2016,"TONG"
"1352","Fengbo Liu_2016_ZCB",0,-3.57197928929434,0.347147322517648,7,"Fengbo Liu",2016,"ZCB"
"1353","Gen Li_2016_XIN",0,-1.19722233206647,1.00372908915055,4,"Gen Li",2016,"XIN"
"1354","Guo Yifei_2016_TONG",0,-2.18491344886831,-1.77951701267426,9,"Guo Yifei",2016,"TONG"
"1355","Hanchen Luo_2016_DON",0,-2.52404927922849,-0.535104579128144,10,"Hanchen Luo",2016,"DON"
"1356","Hang Zhao_2016_ZCB",0,-0.689261124721112,-1.5534128845325,9,"Hang Zhao",2016,"ZCB"
"1357","HanJun Chang_2016_QIN",0,-1.80336588743893,-0.244585205719867,5,"HanJun Chang",2016,"QIN"
"1358","Hanlin Dong_2016_GST",0,-0.130656388221153,-3.38139633714007,8,"Hanlin Dong",2016,"GST"
"1359","HanLin Tao_2016_SHA",0,2.32232252390077,-2.22831465722015,3,"HanLin Tao",2016,"SHA"
